Cell id,Area,Perimeter,R_inscribing,R_circumscribing,Convex hull area,Convex hull perimeter,Major axis length,Minor axis length,Centroids
1.0,789,122,10.770329614269007,19.849433241279208,829,122,38.2,28.0,"(1856.0 , 14.0)"
2.0,1927,198,16.401219466856727,32.202484376209235,1995,198,62.4,46.0,"(398.0 , 26.0)"
3.0,2286,218,20.518284528683193,32.802438933713454,2377,218,64.1,47.0,"(274.0 , 30.0)"
4.0,1525,194,12.206555615733702,31.38470965295043,1645,194,60.9,34.0,"(647.0 , 24.0)"
5.0,1302,166,14.317821063276353,24.758836806279895,1424,166,47.0,45.0,"(1054.0 , 27.0)"
6.0,2017,272,10.770329614269007,49.72926703662542,2414,266,96.4,34.0,"(1402.0 , 22.0)"
7.0,1024,150,11.661903789690601,25.495097567963924,1086,150,50.3,28.0,"(831.0 , 33.0)"
8.0,869,130,11.40175425099138,21.95449840010015,925,130,40.0,34.0,"(1622.0 , 35.0)"
9.0,1857,204,17.029386365926403,35.4682957019364,1929,204,66.6,40.0,"(1303.0 , 49.0)"
10.0,1354,184,8.246211251235321,31.304951684997057,1524,180,61.8,36.0,"(1662.0 , 41.0)"
11.0,1266,162,14.422205101855956,23.769728648009426,1344,162,44.1,38.0,"(1826.0 , 44.0)"
12.0,1328,176,13.038404810405298,28.635642126552707,1457,176,54.7,35.0,"(730.0 , 53.0)"
13.0,1304,178,11.661903789690601,30.01666203960727,1393,178,56.9,32.0,"(1729.0 , 54.0)"
14.0,2030,212,15.0,31.953090617340916,2154,212,62.6,43.0,"(859.0 , 62.0)"
15.0,963,140,12.529964086141668,22.02271554554524,1005,140,43.2,29.0,"(1927.0 , 49.0)"
16.0,1989,216,14.7648230602334,37.64306044943742,2128,216,70.2,44.0,"(600.0 , 61.0)"
17.0,1412,168,15.524174696260024,25.553864678361276,1472,168,49.7,37.0,"(934.0 , 56.0)"
18.0,1148,166,12.041594578792296,29.732137494637012,1200,166,55.9,29.0,"(1433.0 , 57.0)"
19.0,991,142,13.892443989449804,24.20743687382041,1042,142,43.0,33.0,"(1467.0 , 57.0)"
20.0,2045,206,17.4928556845359,34.713109915419565,2111,206,64.4,44.0,"(212.0 , 66.0)"
21.0,1104,152,14.7648230602334,20.615528128088304,1194,152,39.8,37.0,"(1516.0 , 64.0)"
22.0,817,140,9.055385138137417,24.413111231467404,865,140,46.5,23.0,"(1763.0 , 65.0)"
23.0,1561,198,11.704699910719626,31.575306807693888,1744,198,59.5,34.0,"(1980.0 , 71.0)"
24.0,2405,284,17.46424919657298,46.06517122512408,3079,270,83.7,56.0,"(1086.0 , 86.0)"
25.0,1913,208,17.0,32.202484376209235,2049,208,58.8,48.0,"(1365.0 , 72.0)"
26.0,1114,144,12.806248474865697,23.706539182259394,1164,144,45.5,37.0,"(91.0 , 65.0)"
27.0,1687,186,14.7648230602334,29.732137494637012,1769,186,55.9,43.0,"(344.0 , 72.0)"
28.0,994,143,11.180339887498949,21.93171219946131,1035,144,43.2,30.0,"(770.0 , 71.0)"
29.0,1192,156,14.317821063276353,23.08679276123039,1244,156,45.6,36.0,"(1030.0 , 70.0)"
30.0,2282,218,17.11724276862369,32.64965543462902,2422,218,64.5,49.0,"(1185.0 , 85.0)"
31.0,1267,162,16.401219466856727,22.360679774997898,1334,162,42.6,39.0,"(809.0 , 78.0)"
32.0,2579,234,19.313207915827967,36.796738985948195,2728,234,69.1,51.0,"(1875.0 , 87.0)"
33.0,1559,178,14.317821063276353,29.732137494637012,1673,174,56.1,42.0,"(2014.0 , 87.0)"
34.0,1385,170,15.0,27.51363298439521,1448,170,53.5,34.0,"(1793.0 , 92.0)"
35.0,1637,188,13.601470508735444,29.732137494637012,1758,188,55.3,42.0,"(643.0 , 91.0)"
36.0,1369,174,12.041594578792296,27.313000567495326,1504,174,49.8,39.0,"(1681.0 , 96.0)"
37.0,2808,298,16.0,43.01162633521314,3397,280,84.5,56.0,"(1236.0 , 104.0)"
38.0,1584,174,18.24828759089466,26.0,1639,174,51.6,39.0,"(430.0 , 102.0)"
39.0,1507,172,17.46424919657298,27.313000567495326,1581,172,50.0,38.0,"(1575.0 , 106.0)"
40.0,748,138,7.211102550927978,24.20743687382041,814,138,46.0,21.0,"(1742.0 , 100.0)"
41.0,948,140,13.152946437965905,21.587033144922902,998,140,39.9,35.0,"(1953.0 , 104.0)"
42.0,1951,218,14.317821063276353,39.395431207184416,2099,218,74.0,37.0,"(1470.0 , 124.0)"
43.0,2016,208,16.1245154965971,35.510561809129406,2126,208,67.7,37.0,"(24.0 , 125.0)"
44.0,1093,158,12.36931687685298,24.73863375370596,1194,158,48.3,30.0,"(781.0 , 110.0)"
45.0,1487,180,14.866068747318506,27.51363298439521,1567,180,53.6,37.0,"(1031.0 , 123.0)"
46.0,1927,200,15.0,30.805843601498726,2021,200,60.9,43.0,"(871.0 , 129.0)"
47.0,852,150,7.211102550927978,25.0,947,150,47.4,24.0,"(275.0 , 124.0)"
48.0,1558,172,17.08800749063506,26.92582403567252,1614,172,50.1,40.0,"(1411.0 , 122.0)"
49.0,1420,170,13.892443989449804,30.364452901377952,1489,170,58.0,30.0,"(835.0 , 131.0)"
50.0,1501,188,14.317821063276353,27.294688127912362,1689,188,52.2,49.0,"(1918.0 , 136.0)"
51.0,1141,150,15.297058540778355,21.93171219946131,1193,150,43.3,35.0,"(698.0 , 130.0)"
52.0,1332,184,10.0,32.984845004941285,1440,184,64.8,30.0,"(1507.0 , 147.0)"
53.0,2675,306,12.0,37.48332962798263,3189,260,71.4,55.0,"(1971.0 , 149.0)"
54.0,1106,144,14.035668847618199,23.600847442411894,1135,144,43.4,34.0,"(1305.0 , 133.0)"
55.0,1169,152,11.045361017187261,24.041630560342615,1239,152,45.3,36.0,"(2015.0 , 138.0)"
56.0,1551,186,14.866068747318506,31.016124838541646,1658,186,61.8,33.0,"(63.0 , 151.0)"
57.0,1183,156,12.0,26.30589287593181,1248,156,50.9,29.0,"(1675.0 , 139.0)"
58.0,2742,252,20.615528128088304,36.124783736376884,2911,252,69.3,53.0,"(145.0 , 158.0)"
59.0,1380,166,15.652475842498529,25.298221281347036,1442,166,50.0,35.0,"(355.0 , 146.0)"
60.0,980,148,9.055385138137417,23.53720459187964,1057,148,45.4,30.0,"(1889.0 , 152.0)"
61.0,1385,166,15.033296378372908,25.709920264364882,1460,166,50.2,35.0,"(1801.0 , 147.0)"
62.0,695,126,7.810249675906654,20.248456731316587,743,126,40.5,23.0,"(289.0 , 153.0)"
63.0,1388,182,13.038404810405298,29.68164415931166,1489,182,58.0,33.0,"(649.0 , 167.0)"
64.0,1414,174,14.317821063276353,29.410882339705484,1470,174,56.3,32.0,"(1001.0 , 159.0)"
65.0,1250,184,9.433981132056603,31.622776601683793,1380,184,61.7,27.0,"(405.0 , 174.0)"
66.0,3164,280,19.924858845171276,47.16990566028302,3349,280,90.8,48.0,"(1405.0 , 176.0)"
67.0,848,148,8.0,21.470910553583888,1000,148,39.8,38.0,"(1477.0 , 169.0)"
68.0,1269,170,12.041594578792296,29.410882339705484,1312,170,58.2,29.0,"(779.0 , 168.0)"
69.0,1216,152,14.142135623730951,23.345235059857504,1283,152,45.3,38.0,"(1072.0 , 177.0)"
70.0,1407,224,8.94427190999916,38.600518131237564,1681,214,75.0,27.0,"(1559.0 , 191.0)"
71.0,696,122,8.06225774829855,19.313207915827967,742,122,36.2,27.0,"(1604.0 , 180.0)"
72.0,1529,188,14.317821063276353,30.479501308256342,1662,188,55.3,43.0,"(1230.0 , 188.0)"
73.0,1642,198,13.45362404707371,31.622776601683793,1744,198,61.1,37.0,"(988.0 , 193.0)"
74.0,2086,234,13.92838827718412,40.22437072223753,2202,234,79.9,35.0,"(1680.0 , 200.0)"
75.0,1505,206,7.280109889280518,37.33630940518894,1681,200,68.9,30.0,"(1638.0 , 201.0)"
76.0,1958,244,9.0,48.507731342539614,2117,242,94.6,26.0,"(1931.0 , 218.0)"
77.0,1201,160,11.313708498984761,26.419689627245813,1264,160,51.9,31.0,"(719.0 , 195.0)"
78.0,1428,174,12.649110640673518,30.463092423455635,1517,174,58.3,37.0,"(1267.0 , 201.0)"
79.0,2222,218,17.0,33.1058907144937,2441,218,63.1,50.0,"(906.0 , 203.0)"
80.0,1816,244,11.661903789690601,43.266615305567875,2046,244,83.0,27.0,"(1992.0 , 201.0)"
81.0,1212,158,15.524174696260024,22.825424421026653,1281,158,44.4,36.0,"(1780.0 , 197.0)"
82.0,1349,162,16.64331697709324,24.08318915758459,1401,162,46.6,39.0,"(29.0 , 199.0)"
83.0,1460,180,15.652475842498529,24.331050121192877,1601,180,47.3,46.0,"(97.0 , 200.0)"
84.0,1351,168,14.866068747318506,26.570660511172846,1390,168,52.6,33.0,"(358.0 , 195.0)"
85.0,1397,188,11.180339887498949,34.438350715445125,1518,188,65.4,27.0,"(1112.0 , 208.0)"
86.0,1022,142,12.0,26.0,1069,142,48.8,28.0,"(1036.0 , 209.0)"
87.0,1081,148,10.770329614269007,23.706539182259394,1156,148,44.4,31.0,"(1069.0 , 215.0)"
88.0,1540,190,13.92838827718412,30.59411708155671,1680,190,57.3,36.0,"(1147.0 , 223.0)"
89.0,688,130,6.708203932499369,21.2602916254693,781,130,41.2,22.0,"(498.0 , 214.0)"
90.0,2365,248,12.727922061357855,43.32435804486894,2594,248,74.8,49.0,"(975.0 , 228.0)"
91.0,2109,229,15.297058540778355,38.62641583165593,2314,228,76.1,40.0,"(189.0 , 236.0)"
92.0,935,132,13.45362404707371,20.615528128088304,971,132,38.4,31.0,"(1599.0 , 220.0)"
93.0,1117,154,13.601470508735444,21.95449840010015,1202,154,41.1,39.0,"(447.0 , 224.0)"
94.0,1698,192,16.401219466856727,31.906112267087632,1773,192,61.4,36.0,"(1520.0 , 236.0)"
95.0,2098,210,17.204650534085253,36.069377593742864,2215,208,65.9,47.0,"(1308.0 , 240.0)"
96.0,1774,206,12.806248474865697,36.796738985948195,1883,206,69.9,37.0,"(1854.0 , 243.0)"
97.0,965,146,8.06225774829855,23.769728648009426,1045,146,47.1,25.0,"(1192.0 , 227.0)"
98.0,1389,164,15.231546211727817,25.709920264364882,1428,164,50.3,36.0,"(262.0 , 238.0)"
99.0,1587,178,17.4928556845359,28.30194339616981,1662,178,52.8,42.0,"(1429.0 , 235.0)"
100.0,1896,226,11.0,38.62641583165593,2195,220,73.4,40.0,"(1766.0 , 256.0)"
101.0,1322,194,7.0,33.015148038438355,1478,194,63.6,29.0,"(412.0 , 245.0)"
102.0,1541,180,14.7648230602334,27.313000567495326,1649,180,54.1,36.0,"(129.0 , 246.0)"
103.0,1422,176,11.045361017187261,26.92582403567252,1522,176,53.1,33.0,"(1359.0 , 253.0)"
104.0,1983,240,13.341664064126334,41.036569057366385,2297,240,78.5,37.0,"(890.0 , 257.0)"
105.0,2092,270,7.615773105863909,43.86342439892262,2701,252,83.2,36.0,"(220.0 , 271.0)"
106.0,1284,164,13.0,27.80287754891569,1379,164,52.8,34.0,"(62.0 , 261.0)"
107.0,970,144,12.041594578792296,22.67156809750927,1040,144,44.2,29.0,"(300.0 , 264.0)"
108.0,903,144,8.94427190999916,24.413111231467404,938,144,48.8,23.0,"(468.0 , 260.0)"
109.0,2014,220,15.132745950421556,34.66987164671943,2206,216,65.3,46.0,"(1078.0 , 271.0)"
110.0,1703,202,16.0,33.83784863137726,1921,198,60.2,43.0,"(1676.0 , 271.0)"
111.0,1249,176,11.40175425099138,32.69556544854363,1300,176,63.7,26.0,"(1132.0 , 276.0)"
112.0,915,132,13.416407864998739,21.400934559032695,955,134,40.5,30.0,"(1487.0 , 268.0)"
113.0,1239,162,12.36931687685298,28.231188426986208,1336,162,52.5,29.0,"(1720.0 , 277.0)"
114.0,1542,184,14.317821063276353,29.698484809834994,1629,184,57.4,37.0,"(1174.0 , 276.0)"
115.0,1585,186,13.601470508735444,29.732137494637012,1642,186,58.6,36.0,"(342.0 , 283.0)"
116.0,1673,190,14.317821063276353,30.23243291566195,1792,190,59.7,37.0,"(971.0 , 279.0)"
117.0,1528,198,13.892443989449804,34.713109915419565,1599,198,66.8,32.0,"(1247.0 , 282.0)"
118.0,1116,152,13.0,24.515301344262525,1149,152,46.6,32.0,"(542.0 , 276.0)"
119.0,1643,178,17.0,30.01666203960727,1713,178,59.2,40.0,"(1598.0 , 282.0)"
120.0,1672,214,9.433981132056603,36.71511950137164,1889,214,69.4,34.0,"(835.0 , 287.0)"
121.0,1076,146,12.649110640673518,22.360679774997898,1122,146,44.4,31.0,"(151.0 , 280.0)"
122.0,1275,156,14.142135623730951,26.40075756488817,1318,156,49.4,37.0,"(643.0 , 291.0)"
123.0,1020,142,13.45362404707371,19.849433241279208,1055,142,39.1,32.0,"(111.0 , 287.0)"
124.0,2782,282,17.0,43.829214001622255,3150,270,87.0,48.0,"(1449.0 , 310.0)"
125.0,832,144,7.615773105863909,24.166091947189145,970,144,47.5,26.0,"(785.0 , 295.0)"
126.0,1255,188,10.63014581273465,33.301651610693426,1323,188,65.8,27.0,"(1019.0 , 300.0)"
127.0,1253,172,10.63014581273465,25.0,1404,170,47.5,35.0,"(1502.0 , 300.0)"
128.0,1504,272,7.0710678118654755,47.80167361086848,1852,272,94.0,24.0,"(696.0 , 317.0)"
129.0,1002,158,10.0,25.612496949731394,1100,158,50.0,29.0,"(1075.0 , 305.0)"
130.0,1063,144,13.892443989449804,22.02271554554524,1087,144,42.2,32.0,"(572.0 , 304.0)"
131.0,2259,256,19.6468827043885,36.796738985948195,2622,238,72.6,48.0,"(870.0 , 318.0)"
132.0,1124,178,11.704699910719626,31.827660925679098,1287,178,61.1,29.0,"(1335.0 , 311.0)"
133.0,1488,190,13.0,27.294688127912362,1683,178,53.4,44.0,"(1387.0 , 310.0)"
134.0,1218,152,13.601470508735444,24.041630560342615,1270,152,47.4,33.0,"(490.0 , 318.0)"
135.0,2629,318,10.816653826391969,55.94640292279746,3161,310,110.3,34.0,"(391.0 , 327.0)"
136.0,1351,182,8.94427190999916,30.083217912982647,1474,176,57.6,30.0,"(1191.0 , 318.0)"
137.0,1021,150,10.63014581273465,24.698178070456937,1092,150,46.2,28.0,"(1051.0 , 323.0)"
138.0,1304,198,5.0990195135927845,35.35533905932738,1539,198,68.4,29.0,"(628.0 , 339.0)"
139.0,1661,194,15.0,31.38470965295043,1781,194,61.3,40.0,"(671.0 , 333.0)"
140.0,1387,182,13.92838827718412,32.28002478313795,1481,182,62.9,31.0,"(1654.0 , 328.0)"
141.0,2445,288,3.605551275463989,45.221676218380054,3161,268,86.4,49.0,"(890.0 , 343.0)"
142.0,1031,146,12.041594578792296,25.059928172283335,1102,146,48.8,28.0,"(2054.0 , 330.0)"
143.0,2745,318,13.416407864998739,52.69724850502159,3609,304,102.6,48.0,"(1492.0 , 349.0)"
144.0,2065,260,10.770329614269007,42.20189569201838,2390,260,82.3,38.0,"(1300.0 , 348.0)"
145.0,958,142,10.63014581273465,21.95449840010015,1021,142,43.4,30.0,"(234.0 , 338.0)"
146.0,1485,196,11.313708498984761,29.154759474226502,1622,196,54.4,39.0,"(1239.0 , 348.0)"
147.0,977,158,9.219544457292887,27.459060435491963,1083,156,52.0,28.0,"(1591.0 , 348.0)"
148.0,2739,250,21.0,37.64306044943742,2975,250,73.1,56.0,"(1122.0 , 353.0)"
149.0,985,140,10.04987562112089,23.40939982143925,1032,140,46.6,28.0,"(1553.0 , 348.0)"
150.0,1878,200,16.278820596099706,31.827660925679098,1971,200,62.0,40.0,"(985.0 , 352.0)"
151.0,1624,206,12.649110640673518,34.539832078341085,1785,202,65.4,35.0,"(1627.0 , 361.0)"
152.0,1118,148,12.041594578792296,25.238858928247925,1145,148,48.4,31.0,"(45.0 , 348.0)"
153.0,1390,204,11.180339887498949,36.71511950137164,1603,204,67.1,30.0,"(414.0 , 356.0)"
154.0,801,122,13.0,17.69180601295413,826,122,33.3,30.0,"(101.0 , 350.0)"
155.0,1172,154,14.142135623730951,22.847319317591726,1264,154,44.8,38.0,"(542.0 , 358.0)"
156.0,1310,172,12.083045973594572,27.313000567495326,1415,172,52.5,39.0,"(1179.0 , 369.0)"
157.0,1515,178,14.212670403551895,29.068883707497267,1611,178,56.2,40.0,"(1392.0 , 366.0)"
158.0,1727,210,11.40175425099138,36.87817782917155,1880,210,72.3,33.0,"(1690.0 , 372.0)"
159.0,982,146,11.704699910719626,25.0,1040,146,45.5,31.0,"(461.0 , 375.0)"
160.0,2284,256,13.0,42.44997055358225,2701,254,83.4,37.0,"(699.0 , 383.0)"
161.0,1716,186,17.88854381999832,28.319604517012593,1843,184,54.0,48.0,"(1904.0 , 377.0)"
162.0,966,140,12.649110640673518,24.596747752497688,1021,140,47.0,29.0,"(134.0 , 374.0)"
163.0,1191,160,12.165525060596439,28.30194339616981,1232,160,54.2,29.0,"(2015.0 , 388.0)"
164.0,2495,236,18.110770276274835,36.235341863986875,2772,234,66.5,63.0,"(1864.0 , 397.0)"
165.0,827,124,12.041594578792296,19.79898987322333,870,124,37.6,33.0,"(763.0 , 386.0)"
166.0,2718,266,15.231546211727817,45.27692569068709,2943,266,85.6,39.0,"(1078.0 , 399.0)"
167.0,966,144,9.219544457292887,24.515301344262525,1047,144,48.1,24.0,"(241.0 , 394.0)"
168.0,1069,142,14.0,22.360679774997898,1099,142,43.0,33.0,"(84.0 , 388.0)"
169.0,1927,266,4.47213595499958,42.720018726587654,2545,250,82.1,40.0,"(190.0 , 409.0)"
170.0,1767,204,17.69180601295413,29.832867780352597,1925,204,58.2,42.0,"(929.0 , 402.0)"
171.0,768,120,11.40175425099138,18.681541692269406,800,120,36.7,26.0,"(872.0 , 386.0)"
172.0,2208,268,8.0,47.853944456021594,2536,264,93.1,33.0,"(1563.0 , 392.0)"
173.0,1285,178,11.661903789690601,29.732137494637012,1339,178,58.7,27.0,"(1727.0 , 396.0)"
174.0,1781,186,16.0,31.78049716414141,1894,186,60.4,40.0,"(1234.0 , 394.0)"
175.0,2179,214,17.46424919657298,33.52610922848042,2285,214,61.8,47.0,"(1298.0 , 412.0)"
176.0,1791,220,5.0,34.9857113690718,2155,210,66.6,40.0,"(392.0 , 404.0)"
177.0,1700,194,17.46424919657298,33.24154027718932,1785,194,56.4,45.0,"(1426.0 , 407.0)"
178.0,750,126,8.54400374531753,20.8806130178211,809,126,40.8,24.0,"(299.0 , 396.0)"
179.0,1270,154,16.76305461424021,24.758836806279895,1319,154,46.4,37.0,"(815.0 , 406.0)"
180.0,1315,192,8.602325267042627,32.01562118716424,1579,192,62.2,27.0,"(1151.0 , 406.0)"
181.0,618,106,10.63014581273465,16.1245154965971,637,106,30.0,28.0,"(441.0 , 404.0)"
182.0,1060,144,12.165525060596439,24.839484696748443,1131,144,46.1,35.0,"(617.0 , 419.0)"
183.0,1845,230,11.180339887498949,41.6293165929973,1988,230,81.0,29.0,"(1014.0 , 421.0)"
184.0,632,110,10.295630140987,17.69180601295413,654,110,31.4,27.0,"(356.0 , 414.0)"
185.0,4293,340,20.518284528683193,51.35172830587107,4770,324,99.7,64.0,"(112.0 , 434.0)"
186.0,1681,210,12.041594578792296,37.73592452822641,1811,210,74.0,34.0,"(872.0 , 431.0)"
187.0,2118,215,18.439088914585774,32.55764119219941,2231,216,62.6,47.0,"(1173.0 , 435.0)"
188.0,1753,194,18.027756377319946,29.154759474226502,1837,194,54.8,44.0,"(1663.0 , 438.0)"
189.0,1776,194,15.620499351813308,32.55764119219941,1863,194,60.4,41.0,"(485.0 , 444.0)"
190.0,1665,196,14.035668847618199,31.76476034853718,1826,194,61.8,41.0,"(705.0 , 440.0)"
191.0,1850,216,15.264337522473747,37.57658845611187,1979,216,68.1,37.0,"(654.0 , 453.0)"
192.0,1846,206,16.278820596099706,34.058772731852805,1990,202,66.5,40.0,"(1226.0 , 448.0)"
193.0,731,122,10.198039027185569,21.2602916254693,783,122,38.1,27.0,"(319.0 , 445.0)"
194.0,935,130,12.041594578792296,19.849433241279208,970,130,38.3,33.0,"(2041.0 , 447.0)"
195.0,1386,166,16.1245154965971,24.20743687382041,1426,166,47.7,39.0,"(1583.0 , 453.0)"
196.0,1544,174,17.08800749063506,27.65863337187866,1616,174,53.8,40.0,"(571.0 , 458.0)"
197.0,708,122,10.0,20.0,746,122,38.2,24.0,"(392.0 , 452.0)"
198.0,1042,144,11.045361017187261,24.596747752497688,1114,142,45.2,33.0,"(614.0 , 457.0)"
199.0,1794,246,9.848857801796104,43.01162633521314,2097,246,82.9,34.0,"(417.0 , 466.0)"
200.0,1748,204,13.416407864998739,36.235341863986875,1871,204,70.2,36.0,"(221.0 , 463.0)"
201.0,921,140,9.433981132056603,22.47220505424423,1009,140,42.8,35.0,"(998.0 , 461.0)"
202.0,1389,168,13.92838827718412,23.706539182259394,1491,168,44.8,44.0,"(784.0 , 464.0)"
203.0,757,122,10.295630140987,18.788294228055936,792,122,36.9,27.0,"(1983.0 , 459.0)"
204.0,1312,174,12.165525060596439,29.68164415931166,1398,174,57.3,33.0,"(945.0 , 469.0)"
205.0,1326,203,8.0,36.68787265568828,1575,206,71.2,24.0,"(1684.0 , 480.0)"
206.0,1509,174,16.0,28.653097563788805,1592,174,53.5,38.0,"(1294.0 , 472.0)"
207.0,1465,198,10.770329614269007,33.12099032335839,1740,198,58.9,41.0,"(289.0 , 486.0)"
208.0,1943,210,14.866068747318506,32.64965543462902,2105,210,65.2,42.0,"(1063.0 , 489.0)"
209.0,1051,162,8.54400374531753,27.586228448267445,1174,162,50.8,32.0,"(1717.0 , 488.0)"
210.0,1332,166,14.7648230602334,25.96150997149434,1407,166,48.7,37.0,"(1573.0 , 497.0)"
211.0,2424,220,22.80350850198276,33.94112549695428,2492,220,65.5,51.0,"(1788.0 , 510.0)"
212.0,1555,186,15.231546211727817,29.206163733020468,1676,186,55.5,38.0,"(2042.0 , 506.0)"
213.0,1857,220,12.36931687685298,38.07886552931954,2135,220,68.5,42.0,"(1365.0 , 509.0)"
214.0,1592,234,3.0,32.64965543462902,1935,196,64.5,34.0,"(238.0 , 515.0)"
215.0,1791,198,15.0,31.144823004794873,1887,198,61.6,39.0,"(696.0 , 513.0)"
216.0,906,130,13.416407864998739,20.248456731316587,944,130,37.7,32.0,"(995.0 , 503.0)"
